"name_fielder","fld_name_display_club","season","position","pa","avg_norm_start_distance","avg_norm_start_angle"
"Brennan, Will","Guardians",2022,"RF","119","292","27"
"Palacios, Richie","Guardians",2022,"2B","12","155","13"
"Palacios, Richie","Guardians",2022,"LF","684","300","-26"
"Tovar, Ezequiel","Rockies",2022,"SS","342","146","-13"
"Bernard, Wynton","Rockies",2022,"CF","375","323","-1"
"Bernard, Wynton","Rockies",2022,"LF","34","303","-29"
"Bernard, Wynton","Rockies",2022,"RF","22","290","30"
"Bryant, Kris","Rockies",2022,"LF","1080","294","-27"
"Grichuk, Randal","Rockies",2022,"RF","3225","294","28"
"Grichuk, Randal","Rockies",2022,"CF","1740","322","0"
"McMahon, Ryan","Rockies",2022,"2B","352","152","13"
"McMahon, Ryan","Rockies",2022,"3B","5149","120","-29"
"Rodgers, Brendan","Rockies",2022,"2B","5064","150","12"
"Cron, C.J.","Rockies",2022,"1B","4515","111","35"
"Trejo, Alan","Rockies",2022,"SS","693","148","-11"
"Trejo, Alan","Rockies",2022,"2B","468","149","12"
"Trejo, Alan","Rockies",2022,"3B","69","117","-31"
"Bouchard, Sean","Rockies",2022,"LF","952","298","-27"
"Hampson, Garrett","Rockies",2022,"CF","892","321","0"
"Hampson, Garrett","Rockies",2022,"2B","332","148","13"
"Hampson, Garrett","Rockies",2022,"3B","214","120","-31"
"Hampson, Garrett","Rockies",2022,"SS","915","148","-12"
"Iglesias, Jose","Rockies",2022,"SS","4266","145","-11"
"Hilliard, Sam","Rockies",2022,"RF","24","295","29"
"Hilliard, Sam","Rockies",2022,"LF","1636","299","-28"
"Hilliard, Sam","Rockies",2022,"CF","372","318","1"
"Blackmon, Charlie","Rockies",2022,"RF","1736","299","27"
"Joe, Connor","Rockies",2022,"1B","694","114","35"
"Joe, Connor","Rockies",2022,"LF","1670","298","-28"
"Joe, Connor","Rockies",2022,"RF","569","300","28"
"Toglia, Michael","Rockies",2022,"RF","636","296","28"
"Toglia, Michael","Rockies",2022,"1B","474","113","35"
"Daza, Yonathan","Rockies",2022,"LF","844","296","-29"
"Daza, Yonathan","Rockies",2022,"CF","2837","326","-1"
"Montero, Elehuris","Rockies",2022,"1B","523","113","36"
"Montero, Elehuris","Rockies",2022,"3B","784","115","-28"
"Carpenter, Kerry","Tigers",2022,"RF","266","293","27"
"Carpenter, Kerry","Tigers",2022,"LF","372","304","-26"
"Haase, Eric","Tigers",2022,"LF","197","305","-27"
"Kreidler, Ryan","Tigers",2022,"SS","383","143","-13"
"Kreidler, Ryan","Tigers",2022,"CF","11","323","0"
"Kreidler, Ryan","Tigers",2022,"3B","388","119","-31"
"Kreidler, Ryan","Tigers",2022,"2B","83","155","12"
"Grossman, Robbie","Tigers",2022,"LF","1520","305","-26"
"Grossman, Robbie","Tigers",2022,"RF","1146","295","27"
"Candelario, Jeimer","Tigers",2022,"3B","4110","117","-30"
"Baddoo, Akil","Tigers",2022,"LF","1751","299","-26"
"Baddoo, Akil","Tigers",2022,"CF","571","324","1"
"Reyes, Victor","Tigers",2022,"RF","2157","295","27"
"Reyes, Victor","Tigers",2022,"CF","214","327","2"
"Reyes, Victor","Tigers",2022,"LF","565","305","-26"
"Torkelson, Spencer","Tigers",2022,"1B","3939","109","34"
"Schoop, Jonathan","Tigers",2022,"2B","4659","152","11"
"Schoop, Jonathan","Tigers",2022,"1B","42","115","35"
"Cameron, Daz","Tigers",2022,"CF","239","323","1"
"Cameron, Daz","Tigers",2022,"RF","469","291","27"
"Short, Zack","Tigers",2022,"SS","65","147","-14"
"Short, Zack","Tigers",2022,"2B","62","154","10"
"Hill, Derek","Tigers",2022,"CF","963","325","1"
"Báez, Javier","Tigers",2022,"SS","4757","141","-12"
"Castro, Harold","Tigers",2022,"2B","504","149","11"
"Castro, Harold","Tigers",2022,"3B","906","119","-30"
"Castro, Harold","Tigers",2022,"LF","73","306","-26"
"Castro, Harold","Tigers",2022,"SS","504","144","-12"
"Castro, Harold","Tigers",2022,"1B","1744","106","35"
"Davis, Brendon","Tigers",2022,"RF","80","296","27"
"Davis, Brendon","Tigers",2022,"3B","39","115","-30"
"Clemens, Kody","Tigers",2022,"3B","426","120","-30"
"Clemens, Kody","Tigers",2022,"1B","305","113","36"
"Clemens, Kody","Tigers",2022,"2B","286","152","11"
"Clemens, Kody","Tigers",2022,"LF","175","302","-26"
"Meadows, Austin","Tigers",2022,"RF","596","297","28"
"Meadows, Austin","Tigers",2022,"LF","523","307","-25"
"Greene, Riley","Tigers",2022,"CF","3487","327","1"
"Castro, Willi","Tigers",2022,"2B","436","151","9"
"Castro, Willi","Tigers",2022,"RF","1316","291","27"
"Castro, Willi","Tigers",2022,"CF","542","329","1"
"Castro, Willi","Tigers",2022,"SS","321","145","-12"
"Castro, Willi","Tigers",2022,"LF","854","305","-25"
"Castro, Willi","Tigers",2022,"3B","151","117","-30"
"Gurriel, Yuli","Astros",2022,"1B","4932","114","35"
"Brantley, Michael","Astros",2022,"LF","1017","295","-27"
"Mancini, Trey","Astros",2022,"1B","332","109","36"
"Mancini, Trey","Astros",2022,"LF","551","295","-28"
"Mancini, Trey","Astros",2022,"RF","35","289","27"
"Siri, Jose","Astros",2022,"RF","105","291","28"
"Siri, Jose","Astros",2022,"CF","1284","321","0"
"Siri, Jose","Astros",2022,"LF","41","297","-28"
"Matijevic, J.J.","Astros",2022,"1B","233","113","36"
"Bregman, Alex","Astros",2022,"3B","5483","117","-28"
"Altuve, Jose","Astros",2022,"2B","4606","153","14"
"Peña, Jeremy","Astros",2022,"SS","4710","146","-8"
"Alvarez, Yordan","Astros",2022,"LF","1858","297","-28"
"Díaz, Aledmys","Astros",2022,"3B","274","118","-28"
"Díaz, Aledmys","Astros",2022,"2B","673","150","15"
"Díaz, Aledmys","Astros",2022,"1B","188","109","37"
"Díaz, Aledmys","Astros",2022,"SS","557","146","-8"
"Díaz, Aledmys","Astros",2022,"RF","12","289","26"
"Díaz, Aledmys","Astros",2022,"LF","766","299","-29"
"Meyers, Jake","Astros",2022,"CF","1616","321","0"
"Hensley, David","Astros",2022,"SS","76","146","-8"
"Hensley, David","Astros",2022,"2B","47","146","17"
"Hensley, David","Astros",2022,"3B","44","123","-27"
"Hensley, David","Astros",2022,"LF","12","299","-26"
"Tucker, Kyle","Astros",2022,"RF","5175","293","27"
"Perez, Joe","Astros",2022,"3B","12","133","-24"
"McCormick, Chas","Astros",2022,"CF","1851","318","-1"
"McCormick, Chas","Astros",2022,"LF","1364","299","-28"
"McCormick, Chas","Astros",2022,"RF","438","298","26"
"Dubón, Mauricio","Astros",2022,"CF","1062","316","0"
"Dubón, Mauricio","Astros",2022,"LF","201","298","-28"
"Dubón, Mauricio","Astros",2022,"SS","470","146","-9"
"Dubón, Mauricio","Astros",2022,"2B","238","155","14"
"Dubón, Mauricio","Astros",2022,"RF","48","297","30"
"Goodrum, Niko","Astros",2022,"1B","128","110","35"
"Goodrum, Niko","Astros",2022,"2B","249","149","13"
"Rivera, Emmanuel","Royals",2022,"3B","2071","120","-32"
"Eaton, Nate","Royals",2022,"3B","505","122","-31"
"Eaton, Nate","Royals",2022,"CF","163","313","-1"
"Eaton, Nate","Royals",2022,"LF","126","295","-28"
"Eaton, Nate","Royals",2022,"RF","494","298","27"
"Merrifield, Whit","Royals",2022,"2B","2072","154","12"
"Merrifield, Whit","Royals",2022,"RF","1110","295","26"
"Merrifield, Whit","Royals",2022,"CF","243","325","1"
"Rooker, Brent","Royals",2022,"LF","115","304","-27"
"Taylor, Michael A.","Royals",2022,"CF","4376","322","0"
"Pratto, Nick","Royals",2022,"RF","28","304","25"
"Pratto, Nick","Royals",2022,"1B","1509","113","33"
"Pratto, Nick","Royals",2022,"LF","222","307","-27"
"Witt Jr., Bobby","Royals",2022,"SS","3679","147","-13"
"Witt Jr., Bobby","Royals",2022,"3B","1914","119","-33"
"Garcia, Maikel","Royals",2022,"SS","237","149","-12"
"Melendez, MJ","Royals",2022,"RF","520","300","26"
"Melendez, MJ","Royals",2022,"LF","847","299","-28"
"Lopez, Nicky","Royals",2022,"2B","2400","151","12"
"Lopez, Nicky","Royals",2022,"SS","1754","145","-13"
"Lopez, Nicky","Royals",2022,"3B","767","119","-31"
"Santana, Carlos","Royals",2022,"1B","1617","106","34"
"Massey, Michael","Royals",2022,"2B","1756","153","10"
"Massey, Michael","Royals",2022,"3B","33","122","-33"
"Pasquantino, Vinnie","Royals",2022,"1B","1331","108","35"
"Benintendi, Andrew","Royals",2022,"LF","3349","299","-27"
"Isbel, Kyle","Royals",2022,"CF","923","321","0"
"Isbel, Kyle","Royals",2022,"RF","1181","295","27"
"Isbel, Kyle","Royals",2022,"LF","776","296","-27"
"O'Hearn, Ryan","Royals",2022,"1B","292","106","33"
"O'Hearn, Ryan","Royals",2022,"RF","343","294","26"
"Blanco, Dairon","Royals",2022,"CF","79","319","0"
"Hicklen, Brewer","Royals",2022,"CF","30","327","0"
"Hicklen, Brewer","Royals",2022,"RF","15","297","26"
"Hicklen, Brewer","Royals",2022,"LF","11","302","-27"
"Olivares, Edward","Royals",2022,"RF","860","297","26"
"Olivares, Edward","Royals",2022,"CF","13","331","-2"
"Olivares, Edward","Royals",2022,"LF","411","301","-28"
"Waters, Drew","Royals",2022,"RF","628","294","27"
"Waters, Drew","Royals",2022,"CF","401","318","0"
"Waters, Drew","Royals",2022,"LF","112","290","-27"
"Mondesi, Adalberto","Royals",2022,"SS","558","143","-13"
"Dozier, Hunter","Royals",2022,"1B","1475","108","35"
"Dozier, Hunter","Royals",2022,"3B","938","118","-32"
"Dozier, Hunter","Royals",2022,"RF","1042","298","26"
"Dozier, Hunter","Royals",2022,"LF","259","300","-27"
"Turner, Justin","Dodgers",2022,"3B","2302","114","-25"
"Freeman, Freddie","Dodgers",2022,"1B","5528","109","35"
"Alvarez, Eddy","Dodgers",2022,"3B","99","116","-31"
"Alvarez, Eddy","Dodgers",2022,"LF","26","292","-25"
"Alvarez, Eddy","Dodgers",2022,"RF","123","290","28"
"Thompson, Trayce","Dodgers",2022,"CF","592","318","0"
"Thompson, Trayce","Dodgers",2022,"LF","902","298","-27"
"Thompson, Trayce","Dodgers",2022,"RF","525","292","27"
"Lux, Gavin","Dodgers",2022,"SS","128","150","-15"
"Lux, Gavin","Dodgers",2022,"LF","831","296","-27"
"Lux, Gavin","Dodgers",2022,"2B","3271","152","9"
"Muncy, Max","Dodgers",2022,"2B","897","150","10"
"Muncy, Max","Dodgers",2022,"1B","25","113","33"
"Muncy, Max","Dodgers",2022,"3B","2850","116","-28"
"Outman, James","Dodgers",2022,"RF","24","297","27"
"Outman, James","Dodgers",2022,"LF","84","297","-26"
"Bellinger, Cody","Dodgers",2022,"CF","4893","315","1"
"McKinstry, Zach","Dodgers",2022,"2B","17","151","6"
"McKinstry, Zach","Dodgers",2022,"SS","13","150","-14"
"McKinstry, Zach","Dodgers",2022,"RF","44","288","28"
"McKinstry, Zach","Dodgers",2022,"LF","35","300","-27"
"Gallo, Joey","Dodgers",2022,"LF","903","295","-28"
"Gallo, Joey","Dodgers",2022,"RF","247","290","29"
"Vargas, Miguel","Dodgers",2022,"LF","194","294","-27"
"Vargas, Miguel","Dodgers",2022,"1B","166","114","35"
"Ríos, Edwin","Dodgers",2022,"3B","47","112","-26"
"Ríos, Edwin","Dodgers",2022,"1B","36","114","37"
"Pillar, Kevin","Dodgers",2022,"CF","29","316","1"
"Pillar, Kevin","Dodgers",2022,"LF","107","293","-26"
"Betts, Mookie","Dodgers",2022,"2B","180","153","8"
"Betts, Mookie","Dodgers",2022,"RF","4626","289","27"
"Lamb, Jake","Dodgers",2022,"1B","33","111","34"
"Lamb, Jake","Dodgers",2022,"LF","174","301","-27"
"Turner, Trea","Dodgers",2022,"SS","5565","147","-16"
"Alberto, Hanser","Dodgers",2022,"3B","509","117","-28"
"Alberto, Hanser","Dodgers",2022,"2B","770","151","10"
"Alberto, Hanser","Dodgers",2022,"RF","22","285","30"
"Alberto, Hanser","Dodgers",2022,"1B","40","117","34"
"Alberto, Hanser","Dodgers",2022,"SS","114","149","-14"
"Taylor, Chris","Dodgers",2022,"2B","688","154","11"
"Taylor, Chris","Dodgers",2022,"LF","2576","295","-27"
"Taylor, Chris","Dodgers",2022,"3B","17","118","-20"
"Taylor, Chris","Dodgers",2022,"CF","318","319","1"
"Taylor, Chris","Dodgers",2022,"RF","221","289","27"
"Franco, Maikel","Nationals",2022,"1B","59","113","36"
"Franco, Maikel","Nationals",2022,"3B","3652","115","-25"
"García Jr., Luis","Nationals",2022,"SS","2234","144","-12"
"García Jr., Luis","Nationals",2022,"2B","1224","153","15"
"Call, Alex","Nationals",2022,"RF","37","297","30"
"Call, Alex","Nationals",2022,"CF","131","327","0"
"Call, Alex","Nationals",2022,"LF","893","300","-27"
"Fox, Lucius","Nationals",2022,"3B","59","121","-28"
"Fox, Lucius","Nationals",2022,"SS","232","145","-15"
"Adams, Riley","Nationals",2022,"1B","48","104","37"
"Adrianza, Ehire","Nationals",2022,"3B","548","121","-29"
"Adrianza, Ehire","Nationals",2022,"SS","43","139","-15"
"Adrianza, Ehire","Nationals",2022,"2B","146","151","12"
"Adrianza, Ehire","Nationals",2022,"LF","155","305","-27"
"Voit, Luke","Nationals",2022,"1B","946","107","35"
"Meneses, Joey","Nationals",2022,"1B","1221","114","36"
"Meneses, Joey","Nationals",2022,"RF","794","301","28"
"Meneses, Joey","Nationals",2022,"LF","55","297","-26"
"Strange-Gordon, Dee","Nationals",2022,"CF","85","331","0"
"Strange-Gordon, Dee","Nationals",2022,"LF","64","311","-27"
"Strange-Gordon, Dee","Nationals",2022,"SS","458","144","-13"
"Vargas, Ildemaro","Nationals",2022,"SS","317","143","-12"
"Vargas, Ildemaro","Nationals",2022,"3B","1592","120","-28"
"Vargas, Ildemaro","Nationals",2022,"2B","39","144","16"
"Hernández, César","Nationals",2022,"LF","339","293","-27"
"Hernández, César","Nationals",2022,"2B","4738","152","12"
"Hernández, César","Nationals",2022,"3B","312","117","-27"
"Soto, Juan","Nationals",2022,"RF","3744","294","28"
"Thomas, Lane","Nationals",2022,"LF","1884","300","-28"
"Thomas, Lane","Nationals",2022,"CF","1693","322","0"
"Thomas, Lane","Nationals",2022,"RF","1309","296","28"
"Palacios, Joshua","Nationals",2022,"LF","153","306","-28"
"Palacios, Joshua","Nationals",2022,"RF","270","298","28"
"Abrams, CJ","Nationals",2022,"SS","1555","147","-13"
"Robles, Victor","Nationals",2022,"CF","4254","319","0"
"Escobar, Alcides","Nationals",2022,"2B","16","143","12"
"Escobar, Alcides","Nationals",2022,"SS","1324","142","-14"
"Bell, Josh","Nationals",2022,"1B","3889","113","35"
"Hernandez, Yadiel","Nationals",2022,"LF","2620","297","-27"
"Marrero, Deven","Mets",2022,"SS","29","148","-8"
"Marrero, Deven","Mets",2022,"3B","35","118","-31"
"Mazeika, Patrick","Mets",2022,"1B","11","114","35"
"Davis, J.D.","Mets",2022,"1B","113","105","36"
"Davis, J.D.","Mets",2022,"3B","192","117","-34"
"McCann, James","Mets",2022,"1B","58","109","36"
"Lee, Khalil","Mets",2022,"CF","17","326","1"
"Alonso, Pete","Mets",2022,"1B","4725","110","34"
"Smith, Dominic","Mets",2022,"1B","782","117","34"
"Inciarte, Ender","Mets",2022,"CF","14","320","3"
"Inciarte, Ender","Mets",2022,"LF","55","298","-27"
"Inciarte, Ender","Mets",2022,"RF","21","292","29"
"Lindor, Francisco","Mets",2022,"SS","5694","145","-11"
"Canha, Mark","Mets",2022,"LF","4055","299","-27"
"Canha, Mark","Mets",2022,"3B","28","108","-28"
"Canha, Mark","Mets",2022,"CF","299","324","1"
"Canha, Mark","Mets",2022,"RF","186","293","27"
"Nimmo, Brandon","Mets",2022,"CF","5283","328","0"
"Gore, Terrance","Mets",2022,"CF","62","330","0"
"Gore, Terrance","Mets",2022,"LF","19","301","-27"
"Naquin, Tyler","Mets",2022,"CF","16","332","0"
"Naquin, Tyler","Mets",2022,"LF","391","300","-27"
"Naquin, Tyler","Mets",2022,"RF","705","296","28"
"Canó, Robinson","Mets",2022,"2B","205","144","12"
"Plummer, Nick","Mets",2022,"RF","69","298","27"
"Plummer, Nick","Mets",2022,"LF","98","299","-27"
"Guillorme, Luis","Mets",2022,"2B","2225","152","11"
"Guillorme, Luis","Mets",2022,"SS","207","144","-12"
"Guillorme, Luis","Mets",2022,"3B","665","122","-32"
"McNeil, Jeff","Mets",2022,"2B","3496","156","12"
"McNeil, Jeff","Mets",2022,"LF","1135","302","-28"
"McNeil, Jeff","Mets",2022,"RF","373","299","28"
"Escobar, Eduardo","Mets",2022,"3B","4556","121","-33"
"Escobar, Eduardo","Mets",2022,"2B","10","145","12"
"Baty, Brett","Mets",2022,"3B","396","119","-30"
"Jankowski, Travis","Mets",2022,"RF","329","300","28"
"Jankowski, Travis","Mets",2022,"LF","168","304","-26"
"Jankowski, Travis","Mets",2022,"CF","225","331","0"
"Marte, Starling","Mets",2022,"RF","4115","299","28"
"Marte, Starling","Mets",2022,"CF","20","326","5"
"Ruf, Darin","Mets",2022,"LF","15","302","-26"
"Ruf, Darin","Mets",2022,"RF","129","300","27"
"Ruf, Darin","Mets",2022,"1B","243","112","34"
"Vientos, Mark","Mets",2022,"3B","51","124","-33"
"Andrus, Elvis","Athletics",2022,"SS","3588","146","-11"
"Lowrie, Jed","Athletics",2022,"2B","75","147","13"
"Lowrie, Jed","Athletics",2022,"1B","108","113","37"
"Clement, Ernie","Athletics",2022,"SS","49","146","-14"
"Clement, Ernie","Athletics",2022,"3B","129","119","-31"
"McKinney, Billy","Athletics",2022,"LF","85","301","-27"
"McKinney, Billy","Athletics",2022,"1B","158","111","36"
"McKinney, Billy","Athletics",2022,"RF","253","286","27"
"Kemp, Tony","Athletics",2022,"2B","2634","147","12"
"Kemp, Tony","Athletics",2022,"LF","2131","299","-26"
"Stevenson, Cal","Athletics",2022,"CF","656","320","1"
"Stevenson, Cal","Athletics",2022,"RF","15","295","29"
"Smith, Kevin","Athletics",2022,"SS","207","144","-11"
"Smith, Kevin","Athletics",2022,"3B","1332","120","-27"
"Brown, Seth","Athletics",2022,"LF","811","305","-27"
"Brown, Seth","Athletics",2022,"CF","548","326","1"
"Brown, Seth","Athletics",2022,"1B","2672","113","35"
"Brown, Seth","Athletics",2022,"RF","959","297","28"
"MacKinnon, David","Athletics",2022,"1B","122","112","34"
"Thomas, Cody","Athletics",2022,"LF","332","302","-26"
"Lopes, Christian","Athletics",2022,"RF","11","290","29"
"Lopes, Christian","Athletics",2022,"LF","24","296","-27"
"Lopes, Christian","Athletics",2022,"2B","43","155","16"
"Neuse, Sheldon","Athletics",2022,"3B","1381","117","-25"
"Neuse, Sheldon","Athletics",2022,"SS","61","145","-12"
"Neuse, Sheldon","Athletics",2022,"2B","640","149","13"
"Neuse, Sheldon","Athletics",2022,"1B","376","106","34"
"Piscotty, Stephen","Athletics",2022,"RF","929","302","30"
"Piscotty, Stephen","Athletics",2022,"LF","136","306","-27"
"Bolt, Skye","Athletics",2022,"RF","100","290","27"
"Bolt, Skye","Athletics",2022,"LF","15","287","-28"
"Bolt, Skye","Athletics",2022,"CF","1036","326","1"
"Barrera, Luis","Athletics",2022,"RF","440","293","27"
"Barrera, Luis","Athletics",2022,"LF","431","300","-27"
"Jackson, Drew","Athletics",2022,"RF","30","305","28"
"Pache, Cristian","Athletics",2022,"CF","2732","317","1"
"Machín, Vimael","Athletics",2022,"3B","2312","120","-30"
"Garcia, Dérmis","Athletics",2022,"LF","41","315","-24"
"Garcia, Dérmis","Athletics",2022,"1B","1081","110","35"
"Capel, Conner","Athletics",2022,"RF","397","297","27"
"McDonald, Mickey","Athletics",2022,"RF","40","293","27"
"McDonald, Mickey","Athletics",2022,"CF","25","324","0"
"Bride, Jonah","Athletics",2022,"1B","76","107","34"
"Bride, Jonah","Athletics",2022,"2B","1004","151","12"
"Bride, Jonah","Athletics",2022,"3B","589","115","-29"
"Mondou, Nate","Athletics",2022,"2B","31","149","9"
"Pinder, Chad","Athletics",2022,"3B","127","116","-30"
"Pinder, Chad","Athletics",2022,"1B","85","112","35"
"Pinder, Chad","Athletics",2022,"RF","787","296","28"
"Pinder, Chad","Athletics",2022,"LF","2055","298","-26"
"Davidson, Matt","Athletics",2022,"3B","207","113","-30"
"Davidson, Matt","Athletics",2022,"1B","19","108","34"
"Allen, Nick","Athletics",2022,"2B","1265","153","13"
"Allen, Nick","Athletics",2022,"SS","2171","147","-13"
"Diaz, Jordan","Athletics",2022,"2B","380","148","13"
"Diaz, Jordan","Athletics",2022,"1B","41","104","36"
"Vogt, Stephen","Athletics",2022,"1B","432","107","34"
"Bethancourt, Christian","Athletics",2022,"1B","910","109","35"
"Laureano, Ramón","Athletics",2022,"RF","2119","293","28"
"Laureano, Ramón","Athletics",2022,"CF","1080","322","0"
"Andujar, Miguel","Pirates",2022,"LF","145","297","-26"
"Marcano, Tucupita","Pirates",2022,"LF","1025","297","-26"
